angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.35,,,,"[53, 234, 104, 133]",,,,0.0,,,,0.21,,,,0.06,,,,0.28,,,,0.08,,,,0.02,,,
0.34,,,,"[53, 234, 104, 133]",,,,0.0,,,,0.19,,,,0.09,,,,0.29,,,,0.08,,,,0.02,,,
0.31,,,,"[53, 234, 104, 134]",,,,0.0,,,,0.22,,,,0.08,,,,0.28,,,,0.08,,,,0.03,,,
0.37,0.02,,,"[52, 234, 104, 133]","[283, 613, 13, 16]",,,0.0,0.0,,,0.17,0.25,,,0.08,0.6,,,0.3,0.06,,,0.06,0.05,,,0.02,0.02,,
0.37,,,,"[53, 234, 103, 133]",,,,0.0,,,,0.17,,,,0.08,,,,0.3,,,,0.06,,,,0.02,,,
0.47,,,,"[52, 235, 103, 132]",,,,0.0,,,,0.1,,,,0.03,,,,0.32,,,,0.07,,,,0.01,,,
0.41,,,,"[50, 237, 105, 133]",,,,0.0,,,,0.18,,,,0.01,,,,0.23,,,,0.17,,,,0.0,,,
0.63,,,,"[47, 235, 106, 136]",,,,0.0,,,,0.17,,,,0.0,,,,0.07,,,,0.11,,,,0.01,,,
0.44,,,,"[46, 241, 103, 129]",,,,0.01,,,,0.29,,,,0.0,,,,0.14,,,,0.12,,,,0.0,,,
0.31,,,,"[39, 240, 107, 134]",,,,0.0,,,,0.45,,,,0.0,,,,0.06,,,,0.17,,,,0.01,,,
0.36,,,,"[39, 240, 107, 134]",,,,0.0,,,,0.41,,,,0.0,,,,0.06,,,,0.16,,,,0.01,,,
0.35,,,,"[36, 245, 106, 133]",,,,0.0,,,,0.48,,,,0.0,,,,0.07,,,,0.1,,,,0.01,,,
0.18,,,,"[38, 255, 101, 128]",,,,0.01,,,,0.66,,,,0.0,,,,0.05,,,,0.09,,,,0.01,,,
0.35,,,,"[40, 255, 101, 130]",,,,0.0,,,,0.56,,,,0.01,,,,0.03,,,,0.04,,,,0.01,,,
0.32,,,,"[37, 247, 106, 144]",,,,0.0,,,,0.49,,,,0.01,,,,0.09,,,,0.07,,,,0.01,,,
0.37,,,,"[37, 262, 104, 131]",,,,0.0,,,,0.41,,,,0.0,,,,0.09,,,,0.12,,,,0.01,,,
0.23,,,,"[37, 252, 105, 139]",,,,0.0,,,,0.59,,,,0.0,,,,0.09,,,,0.09,,,,0.01,,,
0.4,,,,"[37, 267, 101, 126]",,,,0.01,,,,0.28,,,,0.0,,,,0.19,,,,0.12,,,,0.0,,,
0.45,,,,"[39, 269, 100, 125]",,,,0.0,,,,0.36,,,,0.0,,,,0.09,,,,0.08,,,,0.02,,,
0.12,,,,"[35, 253, 106, 139]",,,,0.0,,,,0.49,,,,0.0,,,,0.18,,,,0.2,,,,0.01,,,
0.12,,,,"[35, 254, 104, 136]",,,,0.0,,,,0.51,,,,0.0,,,,0.16,,,,0.21,,,,0.01,,,
0.3,,,,"[34, 256, 102, 135]",,,,0.0,,,,0.26,,,,0.0,,,,0.2,,,,0.23,,,,0.01,,,
0.25,,,,"[35, 255, 102, 136]",,,,0.0,,,,0.28,,,,0.0,,,,0.23,,,,0.23,,,,0.01,,,
0.18,,,,"[36, 254, 101, 137]",,,,0.0,,,,0.23,,,,0.0,,,,0.25,,,,0.31,,,,0.02,,,
0.08,,,,"[35, 252, 100, 141]",,,,0.0,,,,0.22,,,,0.0,,,,0.33,,,,0.35,,,,0.02,,,
0.1,,,,"[33, 253, 100, 140]",,,,0.0,,,,0.21,,,,0.0,,,,0.2,,,,0.47,,,,0.02,,,
0.12,,,,"[33, 259, 97, 132]",,,,0.0,,,,0.13,,,,0.0,,,,0.15,,,,0.58,,,,0.01,,,
0.08,0.02,,,"[34, 260, 97, 132]","[283, 613, 13, 15]",,,0.0,0.0,,,0.12,0.08,,,0.01,0.8,,,0.15,0.03,,,0.64,0.05,,,0.0,0.02,,
0.06,0.0,,,"[34, 259, 96, 133]","[283, 614, 12, 13]",,,0.0,0.0,,,0.1,0.06,,,0.0,0.89,,,0.1,0.01,,,0.73,0.02,,,0.0,0.01,,
0.09,,,,"[23, 257, 111, 141]",,,,0.0,,,,0.16,,,,0.0,,,,0.08,,,,0.66,,,,0.01,,,
0.09,,,,"[40, 264, 94, 124]",,,,0.0,,,,0.27,,,,0.01,,,,0.16,,,,0.45,,,,0.02,,,
0.08,,,,"[40, 261, 97, 130]",,,,0.0,,,,0.31,,,,0.01,,,,0.18,,,,0.42,,,,0.01,,,
0.1,,,,"[42, 262, 96, 129]",,,,0.0,,,,0.33,,,,0.01,,,,0.16,,,,0.38,,,,0.02,,,
0.13,,,,"[43, 262, 95, 129]",,,,0.0,,,,0.36,,,,0.01,,,,0.13,,,,0.29,,,,0.1,,,
0.14,,,,"[42, 261, 97, 130]",,,,0.0,,,,0.38,,,,0.0,,,,0.11,,,,0.29,,,,0.07,,,
0.12,,,,"[41, 261, 98, 130]",,,,0.0,,,,0.27,,,,0.0,,,,0.13,,,,0.46,,,,0.02,,,
0.13,,,,"[44, 261, 96, 130]",,,,0.0,,,,0.3,,,,0.0,,,,0.14,,,,0.39,,,,0.04,,,
0.1,,,,"[45, 263, 95, 126]",,,,0.0,,,,0.38,,,,0.01,,,,0.12,,,,0.3,,,,0.09,,,
0.13,,,,"[48, 264, 94, 126]",,,,0.0,,,,0.27,,,,0.01,,,,0.23,,,,0.32,,,,0.04,,,
0.06,,,,"[47, 256, 98, 136]",,,,0.0,,,,0.2,,,,0.01,,,,0.35,,,,0.36,,,,0.02,,,
0.09,0.04,,,"[46, 256, 101, 137]","[283, 610, 13, 17]",,,0.0,0.0,,,0.17,0.3,,,0.01,0.49,,,0.33,0.06,,,0.37,0.05,,,0.02,0.05,,
0.13,0.04,,,"[41, 253, 105, 141]","[282, 610, 14, 17]",,,0.0,0.0,,,0.21,0.32,,,0.01,0.48,,,0.14,0.06,,,0.47,0.05,,,0.03,0.05,,
0.1,,,,"[42, 252, 104, 141]",,,,0.0,,,,0.26,,,,0.01,,,,0.15,,,,0.45,,,,0.03,,,
0.15,,,,"[41, 253, 105, 143]",,,,0.0,,,,0.15,,,,0.01,,,,0.22,,,,0.41,,,,0.05,,,
0.15,,,,"[45, 254, 102, 141]",,,,0.0,,,,0.22,,,,0.0,,,,0.19,,,,0.39,,,,0.04,,,
0.18,,,,"[41, 253, 105, 141]",,,,0.0,,,,0.2,,,,0.0,,,,0.13,,,,0.4,,,,0.09,,,
0.14,,,,"[42, 253, 104, 141]",,,,0.0,,,,0.24,,,,0.0,,,,0.13,,,,0.38,,,,0.1,,,
0.18,,,,"[45, 255, 101, 141]",,,,0.0,,,,0.15,,,,0.0,,,,0.19,,,,0.42,,,,0.05,,,
0.18,,,,"[47, 257, 100, 137]",,,,0.0,,,,0.24,,,,0.0,,,,0.21,,,,0.34,,,,0.02,,,
0.34,,,,"[41, 267, 97, 124]",,,,0.0,,,,0.24,,,,0.0,,,,0.09,,,,0.3,,,,0.01,,,
0.43,,,,"[44, 268, 96, 125]",,,,0.0,,,,0.17,,,,0.0,,,,0.12,,,,0.26,,,,0.01,,,
0.35,,,,"[37, 263, 103, 131]",,,,0.0,,,,0.14,,,,0.0,,,,0.07,,,,0.43,,,,0.02,,,
0.35,,,,"[37, 263, 103, 131]",,,,0.0,,,,0.14,,,,0.0,,,,0.07,,,,0.41,,,,0.02,,,
0.25,,,,"[44, 266, 94, 126]",,,,0.0,,,,0.23,,,,0.0,,,,0.14,,,,0.36,,,,0.02,,,
0.11,,,,"[37, 260, 102, 135]",,,,0.0,,,,0.31,,,,0.0,,,,0.12,,,,0.44,,,,0.02,,,
0.27,,,,"[31, 263, 105, 134]",,,,0.0,,,,0.23,,,,0.0,,,,0.05,,,,0.42,,,,0.03,,,
0.29,,,,"[31, 263, 104, 134]",,,,0.0,,,,0.2,,,,0.0,,,,0.06,,,,0.44,,,,0.02,,,
0.1,0.05,,,"[39, 261, 96, 132]","[283, 613, 12, 14]",,,0.0,0.0,,,0.36,0.12,,,0.0,0.74,,,0.16,0.03,,,0.34,0.05,,,0.04,0.02,,
0.09,,,,"[39, 261, 96, 132]",,,,0.0,,,,0.36,,,,0.0,,,,0.16,,,,0.35,,,,0.04,,,
0.13,,,,"[36, 261, 98, 133]",,,,0.0,,,,0.32,,,,0.0,,,,0.14,,,,0.39,,,,0.02,,,
0.07,,,,"[35, 263, 96, 129]",,,,0.0,,,,0.31,,,,0.0,,,,0.13,,,,0.47,,,,0.02,,,
0.12,,,,"[35, 261, 96, 132]",,,,0.0,,,,0.24,,,,0.0,,,,0.16,,,,0.47,,,,0.01,,,
0.08,,,,"[35, 261, 94, 129]",,,,0.0,,,,0.2,,,,0.0,,,,0.19,,,,0.52,,,,0.01,,,
0.07,,,,"[31, 260, 99, 130]",,,,0.0,,,,0.18,,,,0.01,,,,0.14,,,,0.58,,,,0.02,,,
0.07,,,,"[31, 260, 99, 130]",,,,0.0,,,,0.18,,,,0.01,,,,0.14,,,,0.59,,,,0.02,,,
0.11,,,,"[31, 260, 99, 129]",,,,0.0,,,,0.15,,,,0.03,,,,0.22,,,,0.46,,,,0.03,,,
0.11,0.01,,,"[33, 262, 98, 130]","[283, 613, 12, 16]",,,0.0,0.0,,,0.25,0.14,,,0.01,0.7,,,0.16,0.05,,,0.42,0.03,,,0.06,0.06,,
0.06,,,,"[35, 254, 99, 141]",,,,0.0,,,,0.31,,,,0.02,,,,0.15,,,,0.4,,,,0.06,,,
0.08,,,,"[37, 259, 96, 132]",,,,0.0,,,,0.32,,,,0.02,,,,0.16,,,,0.3,,,,0.12,,,
0.08,,,,"[38, 258, 96, 134]",,,,0.0,,,,0.32,,,,0.02,,,,0.2,,,,0.27,,,,0.11,,,
0.09,,,,"[38, 258, 96, 134]",,,,0.0,,,,0.33,,,,0.02,,,,0.19,,,,0.25,,,,0.13,,,
0.15,,,,"[33, 261, 100, 134]",,,,0.0,,,,0.27,,,,0.0,,,,0.17,,,,0.39,,,,0.02,,,
0.16,,,,"[35, 260, 98, 132]",,,,0.0,,,,0.22,,,,0.01,,,,0.17,,,,0.41,,,,0.03,,,
0.09,,,,"[33, 259, 99, 132]",,,,0.0,,,,0.2,,,,0.0,,,,0.21,,,,0.48,,,,0.02,,,
0.04,,,,"[30, 263, 100, 129]",,,,0.0,,,,0.13,,,,0.0,,,,0.12,,,,0.65,,,,0.06,,,
0.06,,,,"[28, 265, 100, 128]",,,,0.0,,,,0.19,,,,0.0,,,,0.11,,,,0.62,,,,0.02,,,
0.06,,,,"[27, 264, 101, 129]",,,,0.0,,,,0.23,,,,0.0,,,,0.1,,,,0.58,,,,0.03,,,
0.06,,,,"[27, 266, 100, 127]",,,,0.0,,,,0.16,,,,0.0,,,,0.18,,,,0.58,,,,0.01,,,
0.09,,,,"[23, 266, 102, 129]",,,,0.0,,,,0.23,,,,0.0,,,,0.12,,,,0.55,,,,0.01,,,
0.07,,,,"[24, 265, 101, 128]",,,,0.0,,,,0.21,,,,0.0,,,,0.15,,,,0.54,,,,0.02,,,
0.05,0.03,,,"[206, 221, 91, 121]","[42, 257, 103, 131]",,,0.0,0.0,,,0.04,0.02,,,0.1,0.0,,,0.72,0.36,,,0.09,0.13,,,0.0,0.46,,
0.08,0.02,,,"[209, 227, 87, 113]","[43, 256, 102, 131]",,,0.0,0.0,,,0.06,0.02,,,0.08,0.0,,,0.67,0.52,,,0.1,0.2,,,0.0,0.24,,
0.07,0.04,,,"[209, 227, 87, 114]","[43, 257, 103, 130]",,,0.0,0.0,,,0.04,0.02,,,0.06,0.0,,,0.76,0.4,,,0.07,0.22,,,0.0,0.32,,
0.1,0.03,,,"[209, 227, 87, 113]","[43, 257, 103, 131]",,,0.0,0.0,,,0.08,0.01,,,0.07,0.0,,,0.63,0.36,,,0.12,0.07,,,0.0,0.53,,
0.09,0.01,,,"[209, 227, 87, 113]","[44, 256, 102, 137]",,,0.0,0.0,,,0.09,0.01,,,0.06,0.0,,,0.64,0.03,,,0.12,0.02,,,0.0,0.93,,
0.09,0.01,,,"[208, 227, 88, 113]","[44, 256, 102, 137]",,,0.0,0.0,,,0.1,0.01,,,0.05,0.0,,,0.62,0.04,,,0.14,0.02,,,0.0,0.93,,
0.09,0.02,,,"[208, 227, 88, 113]","[44, 257, 102, 133]",,,0.0,0.0,,,0.09,0.01,,,0.05,0.0,,,0.64,0.26,,,0.12,0.05,,,0.0,0.66,,
0.09,0.03,,,"[208, 227, 87, 112]","[45, 256, 103, 134]",,,0.0,0.0,,,0.11,0.02,,,0.06,0.0,,,0.6,0.35,,,0.14,0.08,,,0.0,0.52,,
0.09,0.03,,,"[208, 227, 87, 113]","[45, 256, 103, 134]",,,0.0,0.0,,,0.07,0.02,,,0.07,0.0,,,0.66,0.36,,,0.11,0.08,,,0.0,0.51,,
0.09,0.02,,,"[208, 227, 87, 112]","[45, 257, 108, 135]",,,0.0,0.0,,,0.12,0.04,,,0.05,0.0,,,0.59,0.14,,,0.15,0.04,,,0.0,0.76,,
0.09,0.05,,,"[209, 228, 86, 111]","[45, 258, 105, 134]",,,0.0,0.0,,,0.11,0.05,,,0.05,0.01,,,0.64,0.07,,,0.1,0.03,,,0.0,0.8,,
0.08,0.1,,,"[208, 227, 87, 112]","[45, 258, 103, 132]",,,0.0,0.0,,,0.12,0.08,,,0.05,0.0,,,0.62,0.09,,,0.13,0.09,,,0.0,0.64,,
0.08,0.14,,,"[208, 228, 87, 111]","[45, 260, 101, 131]",,,0.0,0.0,,,0.1,0.04,,,0.07,0.01,,,0.66,0.09,,,0.09,0.05,,,0.0,0.67,,
0.07,0.13,,,"[208, 227, 87, 112]","[48, 262, 98, 131]",,,0.0,0.0,,,0.11,0.04,,,0.06,0.01,,,0.63,0.14,,,0.12,0.04,,,0.0,0.64,,
0.08,0.15,,,"[208, 227, 87, 112]","[48, 263, 98, 130]",,,0.0,0.0,,,0.11,0.05,,,0.05,0.01,,,0.64,0.15,,,0.12,0.04,,,0.0,0.59,,
0.09,0.04,,,"[208, 227, 87, 112]","[44, 259, 106, 132]",,,0.0,0.0,,,0.13,0.03,,,0.04,0.0,,,0.61,0.25,,,0.13,0.07,,,0.0,0.61,,
0.08,0.0,,,"[208, 227, 87, 112]","[46, 258, 107, 138]",,,0.0,0.0,,,0.14,0.01,,,0.03,0.0,,,0.61,0.01,,,0.13,0.0,,,0.0,0.98,,
0.09,0.0,,,"[207, 227, 88, 112]","[47, 257, 106, 139]",,,0.0,0.0,,,0.1,0.01,,,0.07,0.0,,,0.62,0.01,,,0.11,0.0,,,0.0,0.98,,
0.1,0.01,,,"[207, 227, 87, 112]","[48, 256, 107, 140]",,,0.0,0.0,,,0.1,0.01,,,0.06,0.0,,,0.63,0.05,,,0.11,0.01,,,0.0,0.91,,
0.09,0.01,,,"[208, 227, 87, 112]","[49, 256, 106, 137]",,,0.0,0.0,,,0.11,0.01,,,0.05,0.0,,,0.64,0.59,,,0.1,0.04,,,0.0,0.35,,
0.1,0.01,,,"[207, 227, 88, 112]","[49, 257, 106, 136]",,,0.0,0.0,,,0.09,0.01,,,0.07,0.0,,,0.64,0.61,,,0.1,0.04,,,0.0,0.33,,
0.09,0.01,,,"[208, 227, 87, 112]","[49, 256, 106, 136]",,,0.0,0.0,,,0.11,0.01,,,0.06,0.0,,,0.63,0.82,,,0.1,0.05,,,0.0,0.1,,
0.09,0.01,,,"[208, 227, 87, 112]","[51, 258, 103, 135]",,,0.0,0.0,,,0.12,0.01,,,0.09,0.0,,,0.61,0.81,,,0.1,0.06,,,0.0,0.11,,
0.1,0.0,,,"[208, 226, 87, 113]","[48, 256, 109, 145]",,,0.0,0.0,,,0.09,0.03,,,0.1,0.01,,,0.62,0.2,,,0.1,0.02,,,0.0,0.74,,
0.11,0.12,,,"[209, 227, 86, 112]","[44, 261, 109, 147]",,,0.0,0.0,,,0.11,0.18,,,0.09,0.01,,,0.59,0.09,,,0.1,0.19,,,0.0,0.4,,
0.1,0.13,,,"[210, 228, 86, 111]","[48, 262, 106, 147]",,,0.0,0.01,,,0.12,0.14,,,0.05,0.02,,,0.65,0.13,,,0.07,0.19,,,0.0,0.38,,
0.1,0.15,,,"[210, 228, 86, 111]","[45, 263, 109, 144]",,,0.0,0.01,,,0.12,0.15,,,0.05,0.02,,,0.66,0.11,,,0.07,0.17,,,0.0,0.39,,
0.13,0.05,,,"[209, 227, 87, 111]","[48, 262, 106, 144]",,,0.0,0.0,,,0.13,0.11,,,0.06,0.1,,,0.56,0.42,,,0.12,0.11,,,0.0,0.2,,
0.14,0.01,,,"[209, 227, 87, 111]","[51, 265, 105, 137]",,,0.0,0.0,,,0.12,0.02,,,0.06,0.01,,,0.57,0.9,,,0.11,0.05,,,0.0,0.02,,
0.1,0.03,,,"[210, 227, 86, 112]","[52, 268, 105, 134]",,,0.0,0.0,,,0.09,0.03,,,0.09,0.01,,,0.63,0.83,,,0.09,0.06,,,0.0,0.05,,
0.1,0.05,,,"[211, 227, 86, 111]","[51, 266, 107, 139]",,,0.0,0.0,,,0.11,0.06,,,0.05,0.01,,,0.62,0.67,,,0.11,0.1,,,0.0,0.11,,
0.1,0.02,,,"[211, 226, 86, 112]","[49, 265, 108, 144]",,,0.0,0.0,,,0.12,0.14,,,0.05,0.0,,,0.6,0.18,,,0.14,0.06,,,0.0,0.59,,
0.1,0.02,,,"[211, 226, 86, 112]","[49, 265, 108, 144]",,,0.0,0.0,,,0.11,0.15,,,0.05,0.0,,,0.6,0.19,,,0.14,0.06,,,0.0,0.58,,
0.1,0.01,,,"[211, 227, 86, 111]","[51, 266, 106, 142]",,,0.0,0.0,,,0.13,0.06,,,0.05,0.0,,,0.62,0.09,,,0.1,0.02,,,0.0,0.81,,
0.09,0.01,,,"[212, 228, 86, 111]","[54, 273, 99, 131]",,,0.0,0.0,,,0.08,0.11,,,0.06,0.0,,,0.72,0.12,,,0.04,0.07,,,0.0,0.69,,
0.09,0.02,,,"[212, 228, 86, 111]","[48, 267, 105, 135]",,,0.0,0.0,,,0.07,0.1,,,0.06,0.02,,,0.74,0.62,,,0.04,0.08,,,0.0,0.17,,
0.1,0.02,,,"[212, 228, 86, 111]","[44, 264, 107, 141]",,,0.0,0.0,,,0.08,0.17,,,0.04,0.01,,,0.72,0.38,,,0.05,0.06,,,0.0,0.36,,
0.09,0.02,,,"[212, 228, 86, 111]","[45, 263, 106, 144]",,,0.0,0.0,,,0.07,0.16,,,0.05,0.02,,,0.74,0.33,,,0.05,0.07,,,0.0,0.41,,
0.09,0.01,,,"[212, 228, 86, 111]","[45, 261, 108, 146]",,,0.0,0.0,,,0.07,0.08,,,0.05,0.02,,,0.73,0.5,,,0.05,0.05,,,0.0,0.35,,
0.13,0.02,,,"[213, 228, 85, 111]","[43, 266, 106, 139]",,,0.0,0.0,,,0.09,0.11,,,0.04,0.02,,,0.66,0.54,,,0.07,0.09,,,0.0,0.22,,
0.11,0.02,,,"[213, 228, 85, 110]","[42, 267, 105, 137]",,,0.0,0.0,,,0.1,0.13,,,0.05,0.01,,,0.67,0.28,,,0.06,0.07,,,0.0,0.51,,
0.1,0.01,,,"[213, 228, 86, 110]","[43, 267, 103, 134]",,,0.0,0.0,,,0.09,0.03,,,0.06,0.0,,,0.69,0.75,,,0.06,0.09,,,0.0,0.11,,
0.13,0.03,,,"[212, 229, 86, 109]","[43, 267, 103, 135]",,,0.0,0.0,,,0.09,0.09,,,0.06,0.0,,,0.66,0.71,,,0.06,0.16,,,0.0,0.01,,
0.14,0.01,,,"[213, 228, 85, 111]","[44, 264, 105, 141]",,,0.0,0.0,,,0.12,0.07,,,0.03,0.0,,,0.61,0.32,,,0.09,0.07,,,0.0,0.53,,
0.13,0.01,,,"[212, 228, 87, 111]","[44, 264, 105, 141]",,,0.0,0.0,,,0.12,0.07,,,0.03,0.0,,,0.63,0.32,,,0.09,0.07,,,0.0,0.53,,
0.14,0.02,,,"[213, 228, 85, 111]","[56, 264, 104, 141]",,,0.0,0.0,,,0.12,0.24,,,0.03,0.01,,,0.63,0.44,,,0.09,0.22,,,0.0,0.08,,
0.13,0.02,,,"[213, 228, 85, 110]","[59, 267, 101, 136]",,,0.0,0.0,,,0.13,0.24,,,0.03,0.01,,,0.6,0.43,,,0.1,0.2,,,0.0,0.09,,
0.18,0.02,,,"[212, 228, 86, 110]","[60, 271, 100, 132]",,,0.0,0.0,,,0.15,0.06,,,0.04,0.01,,,0.5,0.68,,,0.14,0.19,,,0.0,0.03,,
0.19,0.02,,,"[213, 229, 85, 109]","[59, 271, 101, 133]",,,0.0,0.0,,,0.14,0.04,,,0.02,0.01,,,0.53,0.79,,,0.11,0.11,,,0.0,0.04,,
0.17,0.03,,,"[212, 228, 86, 110]","[59, 270, 102, 136]",,,0.0,0.0,,,0.15,0.14,,,0.03,0.01,,,0.5,0.3,,,0.15,0.05,,,0.0,0.47,,
0.14,0.03,,,"[213, 228, 85, 110]","[59, 270, 102, 136]",,,0.0,0.0,,,0.14,0.13,,,0.02,0.01,,,0.55,0.31,,,0.13,0.05,,,0.0,0.46,,
0.17,0.01,,,"[213, 229, 85, 109]","[52, 267, 107, 145]",,,0.0,0.0,,,0.13,0.1,,,0.02,0.01,,,0.54,0.22,,,0.12,0.02,,,0.0,0.64,,
0.12,0.01,,,"[211, 226, 87, 113]","[55, 260, 107, 152]",,,0.0,0.0,,,0.12,0.24,,,0.02,0.01,,,0.56,0.33,,,0.17,0.05,,,0.0,0.36,,
0.22,0.02,,,"[211, 228, 87, 112]","[55, 266, 106, 139]",,,0.0,0.0,,,0.13,0.04,,,0.02,0.01,,,0.5,0.76,,,0.13,0.15,,,0.0,0.01,,
0.24,0.02,,,"[211, 228, 86, 111]","[57, 267, 104, 138]",,,0.0,0.0,,,0.12,0.05,,,0.02,0.0,,,0.47,0.81,,,0.15,0.11,,,0.0,0.01,,
0.2,0.01,,,"[209, 225, 88, 114]","[55, 266, 104, 138]",,,0.0,0.0,,,0.1,0.05,,,0.03,0.0,,,0.51,0.8,,,0.15,0.1,,,0.0,0.03,,
0.17,0.01,,,"[210, 225, 87, 114]","[57, 267, 102, 138]",,,0.0,0.0,,,0.11,0.05,,,0.03,0.0,,,0.54,0.8,,,0.15,0.06,,,0.0,0.07,,
0.02,0.21,,,"[56, 268, 103, 136]","[209, 225, 88, 114]",,,0.0,0.0,,,0.04,0.09,,,0.11,0.03,,,0.5,0.51,,,0.02,0.15,,,0.32,0.0,,
0.02,0.25,,,"[52, 267, 107, 138]","[209, 229, 84, 110]",,,0.0,0.0,,,0.03,0.09,,,0.2,0.04,,,0.45,0.55,,,0.02,0.08,,,0.27,0.0,,
0.16,0.01,,,"[209, 221, 85, 119]","[48, 264, 108, 142]",,,0.0,0.0,,,0.07,0.03,,,0.04,0.13,,,0.59,0.59,,,0.13,0.02,,,0.0,0.21,,
0.28,0.01,,,"[207, 227, 87, 113]","[47, 263, 108, 142]",,,0.0,0.0,,,0.12,0.07,,,0.03,0.11,,,0.47,0.47,,,0.11,0.04,,,0.0,0.29,,
0.24,0.01,,,"[206, 228, 86, 111]","[50, 265, 106, 138]",,,0.0,0.0,,,0.11,0.05,,,0.03,0.14,,,0.54,0.49,,,0.08,0.06,,,0.0,0.25,,
0.27,0.02,,,"[206, 227, 86, 113]","[51, 265, 105, 138]",,,0.0,0.0,,,0.11,0.05,,,0.04,0.2,,,0.48,0.44,,,0.09,0.04,,,0.0,0.25,,
0.03,,,,"[18, 242, 99, 138]",,,,0.0,,,,0.11,,,,0.06,,,,0.36,,,,0.08,,,,0.36,,,
0.03,,,,"[20, 243, 98, 136]",,,,0.0,,,,0.15,,,,0.07,,,,0.44,,,,0.09,,,,0.23,,,
0.02,,,,"[23, 243, 96, 134]",,,,0.0,,,,0.11,,,,0.08,,,,0.28,,,,0.09,,,,0.43,,,
0.03,,,,"[25, 244, 97, 136]",,,,0.0,,,,0.11,,,,0.13,,,,0.24,,,,0.04,,,,0.45,,,
0.03,,,,"[25, 245, 97, 134]",,,,0.0,,,,0.11,,,,0.18,,,,0.37,,,,0.12,,,,0.19,,,
0.03,,,,"[25, 245, 97, 134]",,,,0.0,,,,0.11,,,,0.18,,,,0.37,,,,0.12,,,,0.19,,,
0.02,,,,"[27, 254, 94, 121]",,,,0.0,,,,0.05,,,,0.12,,,,0.57,,,,0.06,,,,0.18,,,
0.02,,,,"[29, 253, 93, 123]",,,,0.0,,,,0.03,,,,0.15,,,,0.67,,,,0.05,,,,0.08,,,
0.02,,,,"[29, 252, 94, 124]",,,,0.0,,,,0.04,,,,0.08,,,,0.7,,,,0.1,,,,0.05,,,
0.02,,,,"[32, 251, 95, 126]",,,,0.0,,,,0.04,,,,0.23,,,,0.49,,,,0.06,,,,0.15,,,
0.02,,,,"[34, 251, 95, 125]",,,,0.0,,,,0.03,,,,0.2,,,,0.63,,,,0.06,,,,0.06,,,
0.02,,,,"[34, 251, 95, 125]",,,,0.0,,,,0.03,,,,0.19,,,,0.64,,,,0.06,,,,0.06,,,
0.01,,,,"[35, 251, 95, 126]",,,,0.0,,,,0.04,,,,0.23,,,,0.61,,,,0.05,,,,0.07,,,
0.02,,,,"[37, 253, 93, 124]",,,,0.0,,,,0.03,,,,0.18,,,,0.7,,,,0.05,,,,0.02,,,
0.01,,,,"[30, 242, 102, 136]",,,,0.0,,,,0.05,,,,0.07,,,,0.69,,,,0.11,,,,0.06,,,
0.01,,,,"[31, 240, 102, 138]",,,,0.0,,,,0.06,,,,0.1,,,,0.54,,,,0.09,,,,0.2,,,
0.02,,,,"[31, 240, 102, 139]",,,,0.0,,,,0.12,,,,0.14,,,,0.46,,,,0.13,,,,0.13,,,
0.01,,,,"[32, 241, 100, 136]",,,,0.0,,,,0.08,,,,0.06,,,,0.57,,,,0.18,,,,0.09,,,
0.01,,,,"[32, 240, 103, 138]",,,,0.0,,,,0.1,,,,0.1,,,,0.47,,,,0.23,,,,0.09,,,
0.08,,,,"[39, 257, 94, 121]",,,,0.0,,,,0.06,,,,0.05,,,,0.59,,,,0.2,,,,0.02,,,
0.1,,,,"[38, 246, 101, 133]",,,,0.0,,,,0.07,,,,0.07,,,,0.56,,,,0.2,,,,0.01,,,
0.17,,,,"[47, 246, 99, 131]",,,,0.01,,,,0.12,,,,0.01,,,,0.22,,,,0.47,,,,0.0,,,
0.09,,,,"[56, 241, 101, 133]",,,,0.0,,,,0.32,,,,0.04,,,,0.41,,,,0.09,,,,0.05,,,
0.12,,,,"[56, 241, 102, 133]",,,,0.0,,,,0.34,,,,0.04,,,,0.36,,,,0.09,,,,0.05,,,
0.06,,,,"[64, 236, 101, 134]",,,,0.0,,,,0.25,,,,0.01,,,,0.34,,,,0.03,,,,0.31,,,
0.04,,,,"[74, 231, 105, 133]",,,,0.0,,,,0.23,,,,0.01,,,,0.05,,,,0.01,,,,0.67,,,
0.14,,,,"[83, 231, 104, 132]",,,,0.0,,,,0.18,,,,0.04,,,,0.51,,,,0.06,,,,0.06,,,
0.21,,,,"[89, 228, 104, 136]",,,,0.0,,,,0.34,,,,0.02,,,,0.3,,,,0.11,,,,0.02,,,
0.15,,,,"[89, 229, 105, 133]",,,,0.0,,,,0.25,,,,0.04,,,,0.33,,,,0.23,,,,0.01,,,
0.13,,,,"[89, 230, 105, 132]",,,,0.0,,,,0.31,,,,0.04,,,,0.23,,,,0.28,,,,0.01,,,
0.16,,,,"[88, 229, 106, 135]",,,,0.0,,,,0.29,,,,0.02,,,,0.09,,,,0.44,,,,0.0,,,
0.22,,,,"[87, 233, 104, 130]",,,,0.0,,,,0.27,,,,0.04,,,,0.29,,,,0.16,,,,0.01,,,
